# version: clean-candidate-newly-kept-sheet-strict-v1
# seed: 20260921
# sheet_size: 50
# population: STRICT newly kept (dropped by tr-web-v2, kept by loose tr-web-v3 AND still kept by the 2026-09-21 strict tr-web-v3)
# supersedes: var/teslim/rafa-yeni-tutulanlar-2026-09-21/ (the loose-rule sheet; population fell 25505 -> 4888 after the strict ruling)
# quality_report_path: var/derived/gardash_faz2_tr_dedup_20260621_06ac330e_clean_candidate_v3.txt.rejections.jsonl
# quality_report_sha256: 2becaf9d0f1fc9a8ce48a0ea6cc4a78b83b21eac22ce2e1754fbfb5548fdd778
# quality_report_records_total: 93223
# quality_report_records_quality_reasoned: 55677
# loose_newly_kept_index_path: var/olcum-2026-09-20/task-040-yeni-tutulanlar/yeni-tutulanlar-dizin.jsonl
# loose_newly_kept_index_sha256: 3f865a30fec10abb91714f772a6ef4bbdd44cd37b44bd88d9caf700a655fd790
# loose_newly_kept_records: 25505
# strict_newly_kept_records: 4888
# generated_at: 2026-09-21T18:11:54+00:00
# stratum_rule: first reason in `reasons`; rows with more than one reason form the `multi_reason` stratum
# allowed_verdicts: garbage / ok_to_keep / unsure
# question: the STRICT tr-web-v3 rule now KEEPS this text. Should it stay in the training data (`ok_to_keep`) or is it garbage (`garbage`)?
# reasons column: the v2 reasons that no longer fire under the strict v3
# stratum: encoding_corruption records=1847 chars=3838869
# stratum: wiki_markup_residue records=1923 chars=23819396
# stratum: extreme_repetition records=16 chars=105257
# stratum: commercial_keyword_stuffing records=401 chars=8526737
# stratum: dating_spam_cluster records=624 chars=8932652
# stratum: optics_spam_cluster records=18 chars=203415
# stratum: sexual_pharma_spam_cluster records=48 chars=1184130
# stratum: multi_reason records=11 chars=189234
sha256,reasons,char_count,source_ordinal,preview,duplicate_of,duplicate_of_preview,verdict
1ed19edd8d84399d4e18511d3a7ccc55840de03185f6cefd0588cc530b691feb,encoding_corruption,3400,1431749,"Hormon mu kullanılıyor? İşte çilekteki şekil bozukluğunun nedeni 25 Mart 22:23 2017 Antalya'da seralarda üretilen çileğin iri ve şeklinin bozuk olması, 'hormon mu kullanılıyor' sorusunu akla getirdi. ",,,ok_to_keep
0b424043cc9ee7f49d7fd09eade143b84925a678abef676b4c2cb82888cd2d30,encoding_corruption,1763,1478909,Tebqalı kadınlar: İşgal sonlanıncaya dek mücadelemiz devam edecek - ANHA | HAWARNEWS | Türkçe Tebqalı kadınlar: İşgal sonlanıncaya dek mücadelemiz devam edecek İşgalci Türk ordusunun Efrîn'de ördüğü i,,,ok_to_keep
b16dc92d0dd8ed64d93268fb9b2de8f28a2d315b77f81341c1fbaaed6a15cd93,encoding_corruption,575,1507767,"BBC: Eyvah! Altınları Türkiye kaptı - DÜNYA - Türkiye Bülteni Tarih: 04-12-2018 10:57:15 Türkiye ile Venezuela'nın siyaset üstü bir ilişki kurması İngilizlerin de dikkatini çekti. BBC, Başkan Erdoğan'",,,ok_to_keep
4a3e9eb07fccfd9e2e9646308422f8d10a8faeed26eca0cc67ba458745e18392,encoding_corruption,670,1553686,Guardiola da dopingli çıktı - Son Dakika Spor Haberleri Hürriyet>Spor Arena>Guardiola da dopingli çıktı Guardiola da dopingli çıktı İspanya Milli Takımı'nın da yıldız isimlerinden olan İtalya'nın Bres,,,ok_to_keep
c04b42da1db6a4e337d1833afab9fcdb4a6d1cb82346ef2fccd31af0a68f4ba2,encoding_corruption,270,1578201,Kangal Köpeklerinin Eğitimi hakkında bilgi ve tartışmalar. Erişkinlik çağı Kangal köpeklerinde 12 aylıktan sonra başlar. Bu dönemde uygulanacak program daha zor ve ağır olur. Bunun için yavru köpekler,,,garbage
ec69be4cae7ab3979a1122477630b2e386d73170bc5845c103d1ff113742e983,encoding_corruption,1667,1614984,"Haberler >Spor Haberleri>Ronaldo'dan 2 yıllık imza Beşiktaş, prensipte anlaştığı ve dün gece İstanbul'a getirdiği, Brezilyalı futbolcu Guiaro Ronaldo ile 2 yıllık sözleşme imzaladı. Portekiz'in Benfic",,,ok_to_keep
c9153807687040d44d2cc1a2fa3a4d53391a2c02d59b8b76a1c68402d05affaf,encoding_corruption,23871,1715455,"2004'ün Bir Özeti | Yapı 2004'ün Bir Özeti 1 Oca2005 Yıllar daha hızlı geçer oldu. Bir yıl daha geride kalıverdi. Asım Mutlu'dan dinlemiştik. ""Zaman izafidir"" diyordu; ""Bir yıl, on yaşındaki çocuk içi",,,ok_to_keep
1a6bc663a2e90cf402be71a732af0c96827608adb78152bba443da1029b5c2bf,encoding_corruption,3641,1720801,Federasyon'a Çakıcı soruşturması Haberler >Spor Haberleri>Federasyon'a Çakıcı soruşturması Devlet Bakanı Mehmet Ali Şahin'in isteği üzerine Başbakanlık Teftiş Kurulu soruşturma açtı. İki Başbakanlık m,,,ok_to_keep
396871602a75783eabe80a93a831b145626c627cfd8c5a07a8b3c1d02e93138d,encoding_corruption,1850,2055664,Cinnet getiren polis ailesini katletti - Son Dakika Haberler Haberler >Gündem>Cinnet getiren polis ailesini katletti 27.11.2001 - 08:17 | Son Güncelleme: 27.11.2001 - 08:17 İzmir'in Gaziemir İlçesi'nd,,,ok_to_keep
b33260716d30c1f26669db2c456417795b24b248783e31ac15965e943f06be5d,encoding_corruption,1253,2239842,"Petro Poroşenko - Güncel Petro Poroşenko Haberi Hurriyet>Petro Poroşenko Petro Poroşenko ile ilgili tüm haberleri, son dakika Petro Poroşenko haber ve gelişmelerini bu sayfamızdan takip edebilirsiniz.",,,garbage
f4196b0e2b29e98940a93c7d974950c20a76c699e0b921907004bc8c0c69bed6,encoding_corruption,519,2259150,Arkadan selektör yaptı diye öldürdü - Son Dakika Haberler HaberlerGündem HaberleriArkadan selektör yaptı diye öldürdü GeriGündem Arkadan selektör yaptı diye öldürdü Arkadan selektör yaptı diye öldürdü,,,ok_to_keep
e32ab8f581b7833a9841a2c0eaf6b186648048cef8bf5ef73ae30669a3dd6da8,encoding_corruption,412,2332429,Tweetle Balık Burcu Burç Yorumları 26.11.2015Balık Burcu Günlük Yorum Günlük balık burcu yorumunuz: Bazı konularda olumlu ilerleyip ilerlemediğiniz veya imkansız ya da saçma bazı konularda anlaşmaya v,,,garbage
fa9022083bfc36cfc23c0bc67c55c2405af7199ad64a9d55077bd432f73470b3,encoding_corruption,629,2352755,Türkiye 'jenerik' ilaç üssü oluyor - Sondakika Ekonomi Haberleri Haberler >Ekonomi>Türkiye 'jenerik' ilaç üssü oluyor 30.07.2012 - 00:00 | Son Güncelleme: 29.07.2012 - 23:09 Şirketin Prag'daki merkez ,,,ok_to_keep
4b49246fd87ddda0ca2c9296282f555f4b7e81a6c882b853de09bdb69a404eec,encoding_corruption,686,2473356,"Yemekleri onun için pişirin - Magazin Haberleri HaberlerYemekleri onun için pişirin GeriKelebek Yemekleri onun için pişirin Yemekleri onun için pişirin Zanussi Mutfak Sanatları Atölyesi, Sevgililer Gü",,,ok_to_keep
c1e19194b0c07c9c725712461154f99e74095007da06c6142979522cabbfcdee,encoding_corruption,2244,2570256,İran'da İntihar Saldırısı: En Az Üç Ölü - DÜNYA - worknethaber doğru haberin hızlı adresi İran'da İntihar Saldırısı: En Az Üç Ölü Tarih: 06-12-2018 17:11:49 İran'ın güneydoğusundaki Çabahar şehrinde b,,,ok_to_keep
94d1e12e0b1547ee0211dd9aaa8a2bc5982367b6559e045f9ce442b147e89a4c,encoding_corruption,1502,2608818,"Kim O! | 1.Bölüm - 08.03.2014 | 1080p HDTV | Alternatifli Tek Link Dizi indir izle 11.Mart.2014, 11:28 #1 Hıyarlı Baba Şahin Irmak, Havuçlu Anne Büşra Pekin ve kayınço Ferhat Sadi Celil Cengiz'den eğl",,,garbage
d34b9ba1a96b43d72996859cddd5e4ace5ddbbf62a71246f3a9deedda0dd8fa1,encoding_corruption,3749,2674080,Koç: Zengine iyi bakıyorlar ölemiyor sürünüyor - Magazin Haberleri HaberlerKoç: Zengine iyi bakıyorlar ölemiyor sürünüyor GeriKelebek Koç: Zengine iyi bakıyorlar ölemiyor sürünüyor Koç Holding Şeref B,,,ok_to_keep
9af16c08fd806badd101cc08705176eae45785ebab3d0d00ebf6930fc13161b4,encoding_corruption,1334,2688855,"İlk tanıştığı ünlü Carmen Electra - Magazin Haberleri Haberlerİlk tanıştığı ünlü Carmen Electra GeriKelebek İlk tanıştığı ünlü Carmen Electra İlk tanıştığı ünlü Carmen Electra Tuğçe Kazaz, Atıl Kutoğl",,,ok_to_keep
b83acab900e451fa457c9cfd6f3d8b34ea4488fa489e0a1bce10c13888ae0271,encoding_corruption,2364,2708132,E-Ticarette Başarılı Olmanın Yolları - E-Ticaret İçin Kolay ve Entegre Fatura Çözümü E-ticarette Başarılı Olmanın 3 Altın Kuralı E-ticaret sektörü adeta içinde yaşadığımız galaksi gibi büyüyerek soluk,,,garbage
afe56cc27cb82451d86ed2e711d4e636e5c0788922ec8c594f2aac75c9fff904,encoding_corruption,1425,2708951,"Josephine Cochrane - Vikipedi Cochrane yemek partilerine sık sık ev sahipliği yapan zengin bir kadındı. Kendisi hiçbir zaman bulaşık yıkamazdı,bunu onun yerine yapan hizmetçilere sahipti fakat hiçbir ",,,ok_to_keep
668b89abf8a8cf8865d8b46981ec857b33d960a499e1ea19d6051350a6a8383d,encoding_corruption,413,2761730,"Balıkesir'de Satılık Yazlık Villa Fiyatları, Kaçmaz Emlak Ana Sayfa Satılık Konut Yazlık Villa Balıkesir Balıkesir'de Satılık Yazlık Villa Fiyatları Edremit Güre Merkezde Denize Sifir Satilik Villa 45",,,garbage
03e3d89af80d0df3e841353ab5c6f043668aa77d18418d86f0d2d59057323f22,encoding_corruption,1293,2808000,Alışveriş Festivali 15 Ocak'ta başlıyor - Sondakika Ekonomi Haberleri HaberlerEkonomi HaberleriAlışveriş Festivali 15 Ocak'ta başlıyor GeriEkonomi Alışveriş Festivali 15 Ocak'ta başlıyor Alışveriş Fes,,,ok_to_keep
69d6639cb99dab0f558de6a9c943659e23e19d468162c448ef53e35edf576256,encoding_corruption,1333,2940690,İnternet üzerinden fuhuşa operasyon - Son Dakika Haberler Haberler >Gündem>İnternet üzerinden fuhuşa operasyon İnternet üzerinden fuhuşa operasyon 10.01.2012 - 18:11 | Son Güncelleme: 10.01.2012 - 18:,,,ok_to_keep
5c3af7d81497d8267b238c76aaf13337d533f8791b819e8ad1573415687ebbf5,encoding_corruption,1041,3003206,"Adli Tıp, korkudan ağzını açamıyor... - Mehmet Ali BİRAND Haberler>Yazarlar>Mehmet Ali BİRAND>Adli Tıp, korkudan ağzını açamıyor... Korkaklar dünyasında yaşıyoruz. Neden ağzınızı açamıyorsunuz? Adli T",,,garbage
59532a1c621424988fef457bcea11fd4641b0cd1a85ad8ff1a4d34acdab4072e,encoding_corruption,752,3077800,"Kaç türbanlı döner sorusu - Son Dakika Haberler HaberlerGündem HaberleriKaç türbanlı döner sorusu GeriGündem Kaç türbanlı döner sorusu Kaç türbanlı döner sorusu CHP İzmir Milletvekili Erdal Karademir,",,,ok_to_keep
dd393d04743b7d429fc5871cab59331c1a0bb199b854e0bea4439f00bd3983e9,encoding_corruption,576,3094758,Potanın Perileri İpekçi'de ABD ile oynuyor - Spor Haberleri / Basketbol Haberler >Spor >Basketbol>Potanın Perileri İpekçi'de ABD ile oynuyor Potanın Perileri İpekçi'de ABD ile oynuyor A Milli Kadın Ba,,,ok_to_keep
13e8abca6d57957e6cd3736cfc278c4e4702002940a0d92662d21992547e79ec,encoding_corruption,2406,3095264,La Liga 18. haftada 8 maç naklen D-Smart ve D-Smart Go'da - Futbol - Spor Haberleri Haberlerİspanya La Liga Haberleri La Liga 18. haftada 8 maç naklen D-Smart ve D-Smart Go'da 20.12.2019 - 11:17 | Son,,,ok_to_keep
0a661d2196c7e91506804af46bc9c2670b82c93b8b95af3da1b78aae3c9308e7,encoding_corruption,1713,3110151,star izle - homepage hasjani6.jiliblog.com Star kanalının vazgeçilmez gündüz kuşağı dizisi beni affet adından devamlı söz ettirmeye başladı. Diğer gündüz kuşağı dizilerinin aksine senaryosuyla oldukça,,,garbage
54e0f75d9818ba0c2ecba1ce119526927f3457d9e72af73a418b995339841520,encoding_corruption,2880,3265880,"Maç bileti zam şampiyonu - Sondakika Ekonomi Haberleri HaberlerEkonomi HaberleriMaç bileti zam şampiyonu GeriEkonomi Maç bileti zam şampiyonu Dalgalı kur sonrası yaşanan fakirleşmeye karşın, fiyat art",,,ok_to_keep
4ae9d4a55ee4ac6a5cb0b2f5fee55031ffe1ee130e8362ea870dd118bedde0a2,encoding_corruption,1108,3276147,"Hülya Avşar, Başbakan'a seslendi - Son Dakika Haberler Haberler >Gündem>Hülya Avşar, Başbakan'a seslendi 07.06.2013 - 09:38 | Son Güncelleme: 07.06.2013 - 14:04 Gezi Parkı olayları ile ilgili bir yoru",,,ok_to_keep
a5fdd022fec727ae694574f831acd62b01786cd9ab1d8f34f5ce0453807f7718,encoding_corruption,2555,3286640,Akçakoca: Yabancı banka tekeli olmaz - Haberler | Sondakika HaberlerEkonomi HaberleriAkçakoca: Yabancı banka tekeli olmaz GeriEkonomi Akçakoca: Yabancı banka tekeli olmaz Akçakoca: Yabancı banka tekel,,,ok_to_keep
35f01f7be1adf2514b5a446ab769bc80bbd648dc57059b299f419759fa466da0,encoding_corruption,1313,3640498,"HaberlerGündem HaberleriSevişirken yakalayan bekçiyi öldürdüler GeriGündem Sevişirken yakalayan bekçiyi öldürdüler Samsun'un Tepecik Köyü'nde 2 ay önce, kız arkadaşı İlknur Taşan (22) ile çalılıklar a",,,ok_to_keep
7993a7d8b088e4ea142a5f0e36533fc36dfbc25a1328b5e9af819f0c4ed74877,encoding_corruption,2818,3745891,"Halilhodziç'ten 8 aylık imza Haberler >Spor Haberleri>Halilhodziç'ten 8 aylık imza Trabzonspor, daha önce anlaştığı teknik direktör Vahid Halilhodziç ile basın önünde sezon sonuna dek sözleşme imzalad",,,ok_to_keep
b3885c4d09f79680acfa6adbae809b5b5b1cefe085a3612cdc069629eb525ac8,encoding_corruption,9525,3806346,"İsimleri dipnotlarda kaybolan bilim kadınları- Ed Yong - Çeviri - Sosyalizm, insanlığın umudu, onun mutlu geleceğidir' bursa escort bursa escort bursa escort bursa escort bursa escort bursa escort esc",,,garbage
65f1b6459cd4d2a755364be2bc2adf49294b6e3f76fc9fde4574e9742776e704,encoding_corruption,9618,3913064,"HaberlerYerli malı, herkes onu kullanmalı GeriKelebek Yerli malı, herkes onu kullanmalı Efendim bu hafta sizi iki kişi ile tanıştırmak istiyorum. Birincisi şu fotoğrafta üstüne kurulmuş olduğum Tiger ",,,ok_to_keep
918743f8cb6c7004393190b14b8a0c73d3728181cb29a6f32c1a97da2a821021,encoding_corruption,829,3976301,St. John's Runaway Bay Plajı | Gezilecek Yerlere Yakın Oteller | Hotels.com St. John's Runaway Bay Plajı Runaway Bay Plajı Antigua and Barbuda (tümü) otellerini haritada görün Runaway Bay Plajı Antigu,,,garbage
179b1870cc0d97bb382c496c7b3559bd2c5bf25c93cc719117fe94861b2cd6e5,encoding_corruption,568,4088389,"Gezelim Şansal Abi - Magazin Haberleri HaberlerGezelim Şansal Abi GeriKelebek Gezelim Şansal Abi 30.07.2012 - 03:00, Son Güncelleme: 30.07.2012 - 10:00 Gezelim Şansal Abi refid:21095545 ilişkili resim",,,ok_to_keep
225199ce987112b5a0e49ea5cf26833b83b1fe1bec957335ef8983d987046e09,encoding_corruption,5121,4132004,Turistlerin Gözde Mekanı Zorlu AVM'de çatı çöktü! - BuTatilde.com - Gezi Rehberi Turistlerin gözde mekanı Zorlu AVM'de çatı çöktü! Turistlerin gözde mekanı Zorlu AVM'de çatı çöktü! Bugün yaşanan olayd,,,ok_to_keep
e58acf1f8c139aab0daa40bf80bfa965ec742afabac32594dcca6bd22088b9a4,encoding_corruption,2071,4256374,HaberlerEkonomi HaberleriMark Mobius Toprakbank'a talip oldu GeriEkonomi Mark Mobius Toprakbank'a talip oldu Global Menkul Değerler ve Başkanlığını ''para sihirbazı'' Mark Mobius'un yaptığı Templeton ,,,ok_to_keep
0713836301f51b2953e3f60f72310c7e2589609be5d52b349047352798202467,encoding_corruption,2269,4259391,"Minderde rezalet - Son Dakika Spor Haberleri Haberler >Spor Haberleri>Minderde rezalet Sadece 14 maç kazanan güreşçilerimiz şeker gibi kuralar çekti, ama gruplarından bile çıkamadı. Sporcularımızın oy",,,ok_to_keep
5d75f002fc18d63c018993235aefb6bbf86c1cd3372a9d2163d3ebb06f0aa540,wiki_markup_residue,9429,133746,Ergenekon Efsanesi veya Ergenekon Destanı; kaynaklara göre Göktürklerin yeniden doğuşuna ilişkin hikâye. Tarihi eserlerde Ergenekon Destanı 14. yüzyılda Reşidüddin Hamedani'nin kaleme aldığı Cami'üt-T,,,ok_to_keep
85caa9ce7371ea3353a50da99a2af044c6adb2189cf380e7121b126b0aee99c8,wiki_markup_residue,50274,142958,"Türkiye'de mimarlık, Türkiye mimarisi veya Cumhuriyet Dönemi Türk Mimarisi 1923'te kurulan Türkiye Cumhuriyeti devletinin toprakları üzerinde süregelen mimarlık sürecini inceler. Türkiye'deki mimarlık",,,ok_to_keep
2b92da7e47b70cc2457d8254f92e103a4d7ec0794912b953ef409088c0b284bc,wiki_markup_residue,16440,150435,"Oliver Rolf Kahn (; d. 15 Haziran 1969), Alman eski futbolcudur. Kaleci pozisyonunda oynayan oyuncu, kariyerine Karlsruher SC yıldız futbol takımında başladı. İlk profesyonel karşılaşmasına 1987 yılın",,,ok_to_keep
39a5e5b02bc5ddf7c739c172de212f19bebd90dacdfbbd091cb69e494731cc2f,wiki_markup_residue,21259,151169,"Joachim von Ribbentrop (d. 30 Nisan 1893, Wesel - ö. 16 Ekim 1946, Nürnberg), Nazi Almanyası Dışişleri Bakanı ve diplomat. İlk yılları Joachim von Ribbentrop, Ren Bölgesi'nde, Wesel'de, kariyerli bir ",,,ok_to_keep
07ca4f875894395b41ed0b27d94963b46451cc297e8855fcf53c3b7858adfda2,wiki_markup_residue,9761,155497,{{Televizyon bilgi kutusu | ad = Yedi Numara | resim = Yedi-numara.jpg | altyazı = Dizinin açılış jeneriği | tür = GençlikKomedi | format = Televizyon dizisi | yaratıcı = Oya Yüce | senarist = Ayça Mu,,,ok_to_keep
b1bf35f9e6157e177e967d4dfd3e4f7e02d5c79befbf7c6a1b4e995805e5cf7e,wiki_markup_residue,4454,187122,"Johannes Schober (14 Kasım 1874, Perg, Yukarı Avusturya - 19 Ağustos 1932, Baden, Aşağı Avusturya) Avusturyalı siyasetçi, dışişleri bakanı ve şansölye. Franz ve Klara Schober çiftinin onuncu çocuğu ol",,,ok_to_keep
94ec98c91fca8ea33d6f55cb1cda0bdf5b0229be8f1cf5630b5f7b9541463611,wiki_markup_residue,9374,188154,"Christopher Wesson ""Chris"" Bosh (d. 24 Mart 1984), Amerikalı eski profesyonel basketbolcu. Lisede Teksas Mr. Basketbol ödülünü kazanan Bosh, 2003 NBA Seçmeleri'ne katılmadan önce Georgia Tech takımınd",,,ok_to_keep
9a9416a71bd74dabc88f6a08d1ba63bfea1db5ea99f5a6b1b1c1cd91ba507145,wiki_markup_residue,7659,223186,"{{Savaş bilgi kutusu | çatışma = Platea Muharebesi | parçası = Yunan-Pers Savaşları | resim = Scene of the Battle of Plataea.jpg | başlık = Persler ve Spartalılar Platea'da çarpışıyor, 19. yüzyıl çizi",,,ok_to_keep
a7af3265ea1e9407d1defb54ed10f7ef61e480854de0bb1a4662b54cc34cf60d,wiki_markup_residue,6013,270490,"Florent Stéphane Sinama-Pongolle (20 Ekim 1984 Saint-Pierre, Réunion), Fransız eski millî futbolcudur. Genel olarak forvet bölgesinde oynamış olan Sinama-Pongolle, Ofansif orta saha bölgesinde de oyna",,,ok_to_keep
5759c5cc52218a0f5f666a267c3f7b24f755686dfd4b5f2e256d489987cce285,wiki_markup_residue,5561,289835,"{{Sanatçı bilgi kutusu | ad = Thomas Eakins | resim = Eakins, Thomas (1844 - 1916) PortraitPhoto Young.jpg | resimboyutu = 200px | altyazı = Genç Thomas Eakins | doğumadı = Thomas Cowperthwait Eakins ",,,ok_to_keep
845f911bff1cdd6aeb160567c67054da7e85b7f796a4426dff63ef316ba8805c,wiki_markup_residue,6524,290536,"Nemanja Bjelica (, d. 9 Mayıs 1988 Belgrad), Sırp basketbolcu. Uzun forvet ve kısa forvet pozisyonlarında oynamaktadır. Oyuncu profili Bjelica 2.09 boyundadır ve uzun forvet pozisyonunda oynamaktadır ",,,ok_to_keep
971769dd6b450850fa1cf465e32eece2f6f561038b3ff5b3ee5ab5136b900f29,wiki_markup_residue,3864,293770,"{| {{Gemi bilgi kutusu resim |Ship image= |Ship caption=HMS E7nin görünümü }} |}HMS E7''', E sınıfına mensup, Birleşik Krallık'a ait bir denizaltı. Kraliyet Donanması tarafından inşasına 2 Ekim 1913't",,,ok_to_keep
3fa56fe5e98b67b00e70c18945f04c83af75acdba4d7d1b588c4532cd78db818,wiki_markup_residue,3982,299081,"Turan Emeksiz Anıtı, 28 Nisan 1960'ta İstanbul'da Beyazıt Meydanı'ndaki öğrenci olayları sırasında hayatını kaybedenlerin anısını yaşatmak için olayların geçtiği meydana dikilmek üzere heykeltıraş Sem",,,ok_to_keep
0280fa6349deb856e39cc1254d8dd11e79b8fb18548741d8b9adfabc23e77ea7,wiki_markup_residue,12259,307051,"Muazzam bin Adil (Tam ismi: Melik Muazzam Şerafeddin İsa bin Adil) (1176 – 1227), 1218-1227 döneminde dördüncü Eyyubiler Suriye Sultanı olarak hüküm sürdü. Yaşamı Muazzam bin Adil Selahaddin Eyyubi'ni",,,ok_to_keep
76ad989215129733f007f16ca99cb32e5673177c2c3125505fffbfd4f8a58e25,wiki_markup_residue,8738,364868,"() Almanya, Avusturya polis güçleri ve İsviçre'nin Almanca konuşan kantonları arasındaki ceza soruşturma ajansı için kullanılan standart bir terimdir. 1936'da Nazi Almanyası'ndaki Kripo, tüm Reich'ın ",,,ok_to_keep
fb9b27cf77917ef09da292b7ff540d03c50d267ac135869d2cab7f6359bc4378,wiki_markup_residue,3748,365215,"Dünya Siyonist Teşkilâtı, Ağustos 1897'de İsviçre'nin Basel kentinde gerçekleşen I. Siyonist Kongresi'nde Theodor Herzl'in girişimi ile Siyonist Kuruluş olarak kuruldu (Siyonist Teşkilâtı; 1897-1960).",,,ok_to_keep
