# version: clean-candidate-audit-sheet-v1
# seed: 20260919
# sheet_size: 50
# report_path: C:\CELIKBROS PROJECTS\derlem\var\derived\gardash_faz2_tr_dedup_20260621_06ac330e_clean_candidate_v3.txt.rejections.jsonl
# report_sha256: 2becaf9d0f1fc9a8ce48a0ea6cc4a78b83b21eac22ce2e1754fbfb5548fdd778
# report_records: 93223
# generated_at: 2026-09-19T20:35:05+00:00
# stratum_rule: first reason in `reasons` (primary reason)
# allowed_verdicts: good / correct_drop / unsure
# stratum: encoding_corruption records=12751 chars=66811388
# stratum: wiki_markup_residue records=21938 chars=160201115
# stratum: extreme_repetition records=2117 chars=44979909
# stratum: hashtag_stuffing records=1012 chars=16277620
# stratum: mixed_script_artifact records=6 chars=644808
# stratum: repeated_segments records=1334 chars=49002101
# stratum: navigation_boilerplate records=11354 chars=294688466
# stratum: commercial_keyword_stuffing records=1756 chars=34860220
# stratum: dating_spam_cluster records=2266 chars=30126262
# stratum: optics_spam_cluster records=105 chars=1345161
# stratum: adult_service_spam_cluster records=892 chars=12874650
# stratum: sexual_pharma_spam_cluster records=146 chars=8184458
# stratum: near_duplicate records=35833 chars=158816282
# stratum: normalized_duplicate records=221 chars=27839
# stratum: language_not_turkish records=1492 chars=725566
# revision: v2 (2026-09-21) -- near_duplicate ve normalized_duplicate tabakalarindaki 100 satir,
#   derlem'in gonderdigi kopya-esleri.jsonl ile ES METINLER GORULEREK yeniden hukme baglandi.
#   v1'de bu 100 satir yalniz METIN KALITESINE gore hukum almisti (eslerin metni pakette yoktu).
#   Degisen satir sayisi: 35. Diger 606 satira DOKUNULMADI.
sha256,reasons,char_count,source_ordinal,preview,duplicate_of,duplicate_of_preview,verdict
62a9fac1a505dcee635678449e36ea8c92997a26655a3636d8df54ab22b64559,encoding_corruption,1350,1802972,"Yıldız Tilbe - Ey İstanbul dinle , Yıldız Tilbe - Ey İstanbul mp3 dinle , Ey İstanbul şarkısını dinle Ey İstanbul�da efkar dudakların var Koynunda hasret dolu sokakların var Ne umutlarla gelir sana in",,,good
1db971b16df821a18562388f0f1f70b2051d55fb94c6a6e7fc93bbf53358e906,encoding_corruption,575,1908865,"Haberler >Spor Haberleri>Potada sürpriz final 34. Avrupa Basketbol Şampiyonası'nda finale sürpriz takımlar; Yunanistan ile Almanya yükseldi. Günün ilk yarı final maçında Yunanistan, son 1.5 dakikasına",,,good
acee5f354c3cb8dce2807b87ccb35d56acc0cc45790604311e606c10d3dbb225,encoding_corruption,198,1928397,"Kiracı Hakları Nelerdir? | Yaşam Bu Forum *Ön alım hakkı, taşınmazın satışı ya da ekonomik bakımdan satışa eşdeğer her türlü işlemin yapılması durumunda kullanılabilecek. Satıcı veya alıcı, satış s�",,,correct_drop
79ab385a278d695e3eab97b1a2d79ff4bc25ff3d7f8f28e6a5fba76284fda416,encoding_corruption,488,1971134,'Paşa' Hüseyin vefat etti Haberler >Spor Haberleri>'Paşa' Hüseyin vefat etti ESKİ futbolculardan 'Paşa' lakaplı Hüseyin Çelik vefat etti. Uzun süredir Gazi Üniversitesi Tıp Fakültesi Hastanesi'nde kan,,,good
24e51df6cf56312b2c0d9d23cd6c467c998dc1546be9788cbdbf2548cc0a7eed,encoding_corruption,2698,2191044,"Amasya Saç Ekimi ve Estetik Merkezi Fiyatları Este Moda Amasya Amasya Saç Ekimi ve Estetik Merkezi Amasya Saç ekimi veya Amasya saç ekim ya da Amasya saç nakli; yaşın ilerlemesi, genetik ya da hastalı",,,correct_drop
116a9ab7e3921efa1fdb56816af523a3afebf71ab6c1ef8ee3d4823b691f2ddf,encoding_corruption,621,2213075,Oktay Vural'ın iddiası asılsız çıktı - Ahaber ��nternet devlerine terör davası Oyuncu Gerard Depardieu Cezayir'e yerleşiyor Katar ve Çad arasındaki diplomatik ilişkiler yeniden başlıyor Venezuela kend,,,good
3f49f2079500dc4dd888886d9f3f0cee2149f32bfbb82401a1323f3310427bf2,encoding_corruption,549,2229350,"Sergen cezalı - Son Dakika Spor Haberleri Haberler >Spor Haberleri>Sergen cezalı Sergen cezalı Yozgat karşısında günün adamı olan Sergen Yalçın, Hüseyin'e yaptığı hareket sonrası sarı kart gördü. 4 sa",,,good
5dea47968f941d552c42afcd16712499505eccddc3b9ccb2dac4a0a4b7d76598,encoding_corruption,5123,2266426,"Besa Grup, Bodrum'un En Büyük Projesi The Bo Viera İle Cityscape Global Fuarında Büyük İlgi Gördü | İnşaat & Yatırım - İnşaat Sektörünün Haber Merkezi İnşaat&Yatırım Sayı 173 Aralık 2018 Sayı 173 İnşa",,,good
954f5867e7a1def0637aa05635b9e221c44fe511754b8fa87a69e22a95b61a0f,encoding_corruption,1728,2289221,"» SerisayfaSesliGemi,Erkek Arayan Bayan İlanları,evlilik sitesi Arkadaşlık Serisayfa Arkadaşlık sitemizde artık arkadaşlık sayfamızda olacak arkadaşlar. İstediğimiz arkadaşlarla doyasıya sohbet edeceğ",,,correct_drop
0ab4f2c7a96ab5897e2ac0289110b428c59c8b1ddf32bea4c0a695bf893ba5fd,encoding_corruption,3943,2331277,"Türkiye'nin önde gelen reklamcıları evsahipliğini Hürriyet Gazetesi Reklam Grubu'nun yaptığı gecede buluştu. Hürriyet Gazetesi Reklam Grup Başkanı Ayşe Sözeri Cemal, ''Ekonomik kriz ortamında, ilk 6 a",,,good
981f09b58f269cda76ddad4e3565c74226547e625ecd05e92632cc4c312ab1a9,encoding_corruption,1639,2347543,kız çocuk odasısindy perde modelleri - 2018 - DEKORCENNETİ.COM kız çocuk odasısindy perde modelleri kız çocuk odasısindy perde modelleri resimleri kız çocuk odasısindy perde modelleri konusuna benzer ,,,correct_drop
bc797d9575bd6732f1ebf6797f060c1212cb4836e38378b327b5793f381760d0,encoding_corruption,671,2449543,"← Çocuklar İçin En İyi 20 Spor Anneler - Babalar ve Bakıcılar İçin : Katılım Belgeli İlkyardım Eğitimi → 13. Haziran 2018 Admin Eğitim (0) Tags : ilkyardimegitimi, ilkyardimcocuk, ilkyardımbebek, anne",,,correct_drop
6e57da89c5cd694496eb3795d96967150fcb3dd861f94065187dfb57ecb63894,encoding_corruption,2084,2573552,"Galatasaray halka arzı yeniden deneyecek - Son Dakika Spor Haberleri Hürriyet>Spor Arena>Galatasaray halka arzı yeniden deneyecek Galatasaray Sportif, daha önce ertelediği halka arz için hazırlıklara ",,,good
491c25edffea2d052bc9fb7e029cf94d05dcc9b4566af8dcb3a19feee6675177,encoding_corruption,1624,2581682,"Şıklığından ödün vermeyenlere... : Modalife.net Şıklığından ödün vermeyenlere... « Geri Ofiste, gece şık bir davette ya da hafta sonunda rahatlığından vazgeçemeyenlere: Acquaverde Jeans! Günün her saa",,,unsure
d571bdd8ac571d1dab29f15778354c038e0fc203cc27e65403b5b0c1eb8d8b67,encoding_corruption,2206,2720188,"HaberlerGündem HaberleriAKP'nin ikna timi işe yaramadı GeriGündem AKP'nin ikna timi işe yaramadı Erdoğan'ın AKP'den kopmaları önlemek için görevlendirdiği ikna timi, Erzurum Milletvekili İbrahim Özdoğ",,,good
5cb354fcd90f13e1318420f47210e91a16569888e59ec9ebf0c9ed406fe3d202,encoding_corruption,1020,2901246,Hindistan'tan misilleme: Köpeğe Bush ismi verildi - Son Dakika Güncel Haberler HaberlerDünya HaberleriHindistan'tan misilleme: Köpeğe Bush ismi verildi GeriDünya Hindistan'tan misilleme: Köpeğe Bush i,,,good
012706b8ba6ccc286e6a279c4809135b4a0ca39c918a68ae75189d2c507d10c3,encoding_corruption,4472,2905615,Bir yoldaş iyi bir arkadaşın yerini tutamaz… - Mehmet Barlas Haberler>Yazarlar>Mehmet Barlas>Bir yoldaş iyi bir arkadaşın yerini tutamaz… Bir yoldaş iyi bir arkadaşın yerini tutamaz… Bir Osmanlı subay,,,good
f4f86aa68f9bbc94a6fce3fed87038abd8fc5c81986918b3c116c38c90925917,encoding_corruption,684,2950459,Vedat Muriç'in talipleri artıyor - Aspor Üye Girisi / Üye Ol RSS Bize Ulaşın Künye Frekanslar Arşiv Yayın Akış�� Gizlilik Bildirimi Ziraat Türkiye Kupası Fenerbahçe'nin Kosovalı yıldızı Vedat Muriç'e ,,,correct_drop
a3d1875897ec1094234ff4570c6247adb2b2cab046609dbfbc48aeb7bfd2aefd,encoding_corruption,864,2974617,"Bu akşam Antalya'da - Magazin Haberleri Hurriyetemlak.com emlak sektörünü tek bir çatı altında buluşturmayı hedefleyen, kesintisiz, yüksek kalitelihizmeti, güncel ve detaylı ilanları, haberleri ile em",,,correct_drop
9f8be5216742dac2fac629d7fbe2cb70627c8b7416554d53113a0c5a0d471b63,encoding_corruption,435,3001607,Erdoğan'dan Bahçeli'nin erken seçim çağrısıyla ilgili açıklama 740526 | Gündem Son dakika haberler Anasayfa Gündem Erdoğan'dan Bahçeli'nin erken seçim çağrısıyla ilgili açıklama Erdoğan'dan Bahçeli'ni,,,correct_drop
f9404f72c69b5e8e45a79e4ad9781db1a0857fb11a53b6c1a0734ccb2fc31b47,encoding_corruption,279,3104639,"Ürün Kodu : dgs020-ccf004 Dogostore.com online mağazamızdan satın almış olduğunuz ürün ya da ürünleri, ürüne ve ambalajına herhangi bir zarar vermeden ve ürünü kullanmadan teslim tarihinden itibaren o",,,good
1e5e933e666a9443971de0ce09bd8e2b775c12a9eecf98d6fa79c3f2d4927a23,encoding_corruption,4409,3173164,Bu Kanun Teklifi �le ��retmenlerin �cretlerinde Art�� Olacak! / �sa Karaka� - MuhasebeTR Bu Kanun Teklifi �le ��retmenlerin �cretlerinde Art�� Olacak! / �sa Karaka� Ö�retmenlerin ek ders ücretlerinin ,,,correct_drop
52349dd24a727a409783e9103946fc85c076b1bdb1588a3a62ee965156d98c85,encoding_corruption,9285,3175039,"Yangın Merdivenci İstanbul yangın merdivenci firmamız, yangın merdivenleri ile ilgili tüm yanlış bildiklerinizin yerine doğrularını sunmak için web sayfalarınızda bilinçlendirici yazıları siz değerli ",,,correct_drop
55f9c4153a4344d2b164f5fe188ea81934f8e706b0bde622fd482a3ca5a485d6,encoding_corruption,3890,3247043,"FAYDALI BİLGİLER : Yoğurt alırken bu rakamlara dikkat ! | İSTİHBARAT ALANI Yoğurt satın alırken sadece son kullanım tarihlerine bakıyorsanız, size bir uyarımız var Yoğurt kapları tehlike mi saçıyor ? ",,,good
c60971412db7d62fab4a1d45c894463846fe965f211567932941be95c2ea4127,encoding_corruption,490,3253560,"New York'ta ekonomi zirvesi - Sondakika Ekonomi Haberleri HaberlerEkonomi HaberleriNew York'ta ekonomi zirvesi GeriEkonomi New York'ta ekonomi zirvesi 06.04.2004 - 09:44, Son Güncelleme: 06.04.2004 - ",,,good
987bc0e1f8282f87fc5270191d57b7233640de3357c94e643e3948452a7c0b87,encoding_corruption,1595,3370285,"Şehitler için ağıt yaktı Haberler >Spor Haberleri>Şehitler için ağıt yaktı Ünlü aktör Cüneyt Arkın, Şırnak'ta şehit olan askerlerimiz için ağıt yaktı. 10.10.2007 - 12:21 Cüneyt Arkın'ın fotoğrafları i",,,good
5b4cefa1b79667718e62395fdc5eeb35db1a821c44498ce39d24537c2d09147f,encoding_corruption,10069,3486265,"Zeytinağacı: Kayseri'nin Oklavadan Çekme Baklavası Tatlı yiyelim , gülümseyelim:)) Çocukluğumun bayramlarında, anneannemin özenle hazırlayıp sunduğu oklavadan çekme baklavasını , bayram tatlısı etkinl",,,good
d0eb52621cf20a5144c084956cf40420ec2ad01ba074725e0179ab2943fb5e5e,encoding_corruption,3511,3545880,"İlaç sevenler sevmeyenler - Ayşe ARMAN Hürriyet>Yazarlar>Ayşe ARMAN>İlaç sevenler sevmeyenler İlaç sevenler sevmeyenler BENİM sevgilim bir ""ilaç sever"".O, ilaçlara inanıyor. Onlarla iyi bir dostluğu v",,,good
80aa9a092892a30e6dfa1ccbeeb8757f5950b204a7136b76358fb6f3b5d6cb4e,encoding_corruption,3259,3627728,Kimseyi yarı yolda bırakmadım - Kelebek Magazin Haberleri Hürriyet>Kelebek Magazin>Kimseyi yarı yolda bırakmadım Gülçin'i Hepsi'nin üyesi olarak tanıdık. Gruptan ayrılma kararı aldığında ortalık karış,,,good
1d371a6dde886d1714b705574a4ded88e73635a6c9ddfef39eda4132bc4eb128,encoding_corruption,11984,3806430,"BirGün, usta yazar Ahmet Ümit ile Beyoğlu'nu gezdi: Bu şehrin çivisini çıkardılar 27.03.2018 08:34 GÜNCEL Beyoğlu sevdalısı, yazar Ahmet Ümit ile Beyoğlu'nu gezdik. Ümit, Beyoğlu'nun da İstiklal Cadde",,,good
ba2a4569b7403dcab88e4a8d947944c0406c64b392cde07e3aee75d62e2b0892,encoding_corruption,8305,3840180,"PC'ye Mac OsX ��letim Sistemi Kurulumu - Sayfa 10 Maxiumus arkadaşım şimdi g�zel g�zel yazmışsın d�kt�rm�şs�n ama... Bench mark dediğin neyi test ediyor? onu yazmamışsın... işlem hızını, işlemin okunm",,,correct_drop
7ac154a5ca64f4f7bd6a0672ee8a9a81be65bf53b3feaec48119e44f57886a98,encoding_corruption,5185,3869231,"Şubat 2, 2019 Altınhan Özden27628 Görüntüleme Son bir aylık dönemde ciddi şekilde değer kaybeden Bitcoin 6500 dolardan 3500 dolara düşerek, yatırımcıları bir hayli endişelendirmişti. Görünen o ki, yaş",,,correct_drop
7b9f42b5a3eaf3a9c17e8735dd5a0bcee1ff866d60ad62531b2803f380a1b11d,encoding_corruption,4173,3967095,Ünlü restorandaki cinayette şok ifadeler: 'Kaç yıldır bu anı bekledim' - Son Dakika Haberler Haberler >Gündem>Ünlü restorandaki cinayette şok ifadeler: 'Kaç yıldır bu anı bekledim' Yüksel KOÇ /İSTANBU,,,good
49a645a46ee18bdba3c4d66e680e7705771d735ef7f41f54db2f5547fd64c47a,encoding_corruption,2730,4044187,"Mariobet Canlı Bahis, Canlı Casino Bahis Siteleri Güvenilir Kaçak İddaa Firmaları, Online Bahis siteleri içerisinde her zaman en büyük tesiri gösteren kısım ise bahis alanı olmaktadır, zira bahis alan",,,correct_drop
c3face1b29473c57b834442ac068054d16008a30cc5b0d31dee5d3226768cbe9,encoding_corruption,1750,4332059,Anasayfailkokul3.SınıflarMatematikKesir Problemleri Kesir Problemleri Ömer TÖK tarafından yazıldı.. Kesir Problemleri Sevgili Meslektaşlarımız. Paylaşımlarınızı bekliyoruz... ilköğretimkalbi bizim sit,,,correct_drop
e6a1c5aa17bc279e369fd4d4d987afc23a0c20fb8a4fcd2ae69aaf272cdd50b7,encoding_corruption,3229,4373493,"Diğer Özellikler bigpara mobil uygulamasında ayrıca tahvil, varant piyasası, dünya borsa endeksleri, teknik analizler, emtia bilgileri ile uzman yorumlarını takip edebilirsiniz. Sade yapısı ve kolay k",,,correct_drop
0ccfea12b10093f0bdd2067028a819fe1cac1e422f4cbda1c8cabcb2d423a007,encoding_corruption,6180,4470105,ATATÜRK'e göre Türk ordusu | TurkeyArena ATATÜRK'e göre Türk ordusu Konusu 'Mustafa Kemal Atatürk' forumundadır ve Pelin tarafından 6 Mayıs 2008 başlatılmıştır. Pelin TÜRK ORDUSU TÜRK MİLLETİ'NİN ŞERE,,,good
65753d5743355f703b6cbe9f808acb46dc7115b7c96cd7b94262b0472e34b0dd,encoding_corruption,23239,4486351,Bakara Suresi 120. Ayeti | Kurangâh Bakara Suresi 120. Ayeti Meali 3 Şubat 2013 30 Ağustos 2013 residdemir Velen terdâ 'anke-lyehûdu velâ-nnesârâ hattâ tettebi'a milletehum(k) kul inne huda(A)llâhi hu,,,unsure
fc09797438ae1e55e113c64cb3ca5b2c52816c0aeaa001f1ca59fbb0acf8cb2a,encoding_corruption,2030,4502478,kilo yapan bitkiler ile ilgili konular : Sağlıklı Yaşam ve Beslenme : Afiyetle.com Makaleler ( 1011 ) kilo yapan bitkiler ile ilgili konular Bitkisel tarım desteklenmeli Dünyadaki 13 bin bitkiden üçte,,,correct_drop
b8e373a90ac4a9d3fd351dd61580e0a3a950b57433d3f972671af17798ad3a9f,wiki_markup_residue,4916,151715,"Kuvâ-i İnzibâtiyye (; Hilafet Ordusu olarak da bilinir), Kurtuluş Savaşı'nda İstanbul Hükûmeti'nin Kuvâ-yi Milliye'ye karşı kurduğu askeri örgüt. Birleşik Krallık, Damat Ferit hükûmetine 7 Nisan 1920 ",,,good
d4bad8dff543d60f2a7c37e4c00b7478e01f0a3c6776e1719feb40680189e1bc,wiki_markup_residue,1326,241874,"{{Tenisçi bilgi kutusu | adı = Patricia Mayr-Achleitner | takma_adı = | resim = | vatandaşlık = Avusturya | yaşadığı_yer = Seefeld in Tirol, Avusturya | doğum_tarihi = | doğum_yeri = Rum, Tirol | boy ",,,correct_drop
7cf8df54de00995398e74aa217f05bfd1df67de08664b945833db4ad67922e3b,wiki_markup_residue,2607,260231,{{Single bilgi kutusu | Ad = I'm Into You | Kapak = I'm Into You.png | Kapak boyutu = | Başlık = | Sanatçı = Jennifer Lopez feat. Lil Wayne | Albümünden = Love? | Yayınlanma = | Biçim = Dijital indirm,,,good
e33e8eb1e3db519390ef415d72fbb6b92b5736037113bc59ec8a2901f8707852,wiki_markup_residue,13885,293306,"Kazuyoshi Miura (d. 26 Şubat 1967) Japon futbolcudur.Yokohama Fc den kiralık olarak Portekiz 2. Lig ekiplerinden UD Oliveirense'de oynamaktadır. Amatör bir futbolcu iken Brezilya'ya giden futbolcu, pr",,,good
f00815a49b7aebccdcf1ec163378999895fcffc67dcc49ca2cdd1de2d920a703,wiki_markup_residue,370,306776,"Malta, 24 Haziran-3 Temmuz tarihleri arasında Almería'da düzenlenen 2005 Akdeniz Oyunlarına katıldı. Bir bronz madalya kazanmayı başaran ülke, madalya sıralamasının 19. basamağında yer aldı. Madalyala",,,good
86c94b2452a8881151c5a62bb82b015d507dae91db6b24e702bd436d66ebe060,wiki_markup_residue,46643,336900,"Lagrange mekaniği, klasik mekaniğin yeniden formüle edilmesidir. İtalyan-Fransız matematikçi ve astronom Joseph-Louis Lagrange tarafından 1788'de geliştirilmiştir. Lagrange mekaniğinde, parçacıkların ",,,good
25dc0861b51ee498017750181f1c71052cc6e39806980203ea057eff9ada4363,wiki_markup_residue,5548,445553,"26 Mayıs 1946 Yerel Seçimleri'nde Manisa Belediyesi ile 10 ilçenin belediye başkanlarının belirlenmesi için belediye meclis üyelerinin seçimi yapılmıştır. Demokrat Partililer, Manisa'nın genelinde seç",,,correct_drop
f7b016a86f4d7b1fa3774eee7b34fa473e6e59c13b46b01933e2317226c6694a,wiki_markup_residue,359,469455,{{otomatik taksonkutu | takson = Bopyrus | üst = Bopyridae | resim = Die Gartenlaube (1877) b 840.jpg | resim_altyazı = Bopyrus squillarumun illüstrasyonu | italik_başlık = evet | sıralama = | üst_sır,,,correct_drop
f1647a72c7af1a505a6ac929017da47cea4ce74f25c1e2cf37779489e3433271,wiki_markup_residue,7297,514680,2023 Türkiye genel seçimleri ve 2023 Türkiye cumhurbaşkanlığı seçimi (resmî adlarıyla 28. dönem Türkiye Büyük Millet Meclisi üyeleri ve Türkiye cumhurbaşkanı seçimi) Diyarbakır ilinde yapılmıştır. Mil,,,correct_drop
960441a1ec0fe1d4897fa93c7b50e925cbc6c0a900797a8fc77592e5bb4fad73,wiki_markup_residue,1493,786424,electroon AC 220V 4000Watt Dimmer - Kargo Ücretsiz Türkiyenin Her yerine Adres Teslim Kargo Ücretsiz Beklemek Yok!!! Siparişleriniz Stoktan Aynı Gün Kargoya Teslim !!! Mağazamızda Satışta olan Tüm Ürü,,,good
398ad0bbd8b885099128a010ea649b3aa328fd51d438e26185755497b0bafee7,wiki_markup_residue,6035,803404,"Holiday Inn Express Charleston-Summerville (Summerville, Güney Carolina) - Otel Yorumları - TripAdvisor Holiday Inn Express Charleston-Summerville Otel Tüm Summerville Restoranları Holiday Inn Express",,,correct_drop
cc0250d17349abc3accb42c371472a4dca970454278c1b0825775eb696da2264,wiki_markup_residue,3469,848828,Avrupa Hareketlilik Haftası çeşitli spor etkinlikleriyle kutlandı - Haber Haberler » Yerel » Avrupa Hareketlilik Haftası çeşitli spor etkinlikleriyle kutlandı Avrupa Hareketlilik Haftası çeşitli spor ,,,good
d3c05d05da2fd9cb7604115971b0f554a817fb0db96d0798254c63ee1bafa220,wiki_markup_residue,890,988247,"Calgon Kireç Önleyici 500 Gr | Antalya Stok Kodu:PR-10124568 if(typeof(shoppingListJS) == ""undefined"" || shoppingListJS == null || !shoppingListJS) { shoppingListJS = new ShoppingListJS({storeId: '101",,,good
cace39f0f5719696ae4719fc0412584c9ff3c6db15867c2a97e8b87fde8032f8,wiki_markup_residue,4466,1230562,"Nautilus Holiday Apartments (Port Douglas, Avustralya) - Daire Yorumları - TripAdvisor Nautilus Holiday Apartments Daire, Port Douglas 57 Özel Konaklama (Port Douglas) arasında 13. sırada Mükemmellik ",,,correct_drop
14b25799fb84ff7190a23ea6cb4c4900ba667b8c68c4eb4fe3f1058fb6456733,wiki_markup_residue,10979,1272406,"Shannon Springs Hotel (Shannon, İrlanda) - Otel Yorumları - TripAdvisor Tüm Shannon Restoranları Shannon Springs Hotel yakınlarındaki restoranlar Shannon - Tüm gezilecek yerleri göster Shannon Springs",,,correct_drop
85b004ab8b4fd3623f0f4905381d28706580c18c3a70f0a49aa12dde9c4c152c,wiki_markup_residue,2333,1297337,"#{{t|dil=tr|mobilya}} ] ya da ] ] ] ] ] ] ve ]lerinden ] ] ] #{{t|dil=tr|mobilya}} ], ], ] vb. ]lere ] ] ] ], ] Genellikle dil başlığının hemen altında genellikle üçüncü seviye ""Köken"" başlığı bulunur",,,good
2e9044139aaace860057e84b70d0ee4e5e1d6e03018cd9ec2b3538f3301caf22,wiki_markup_residue|repeated_segments|commercial_keyword_stuffing,12406,1299216,16 Otel (Saint Paul) arasında 8. sırada Otel web sitesi Rezervasyon yaptırın Giriş Çıkış 1 oda 1 oda 2 yetişkin 2 yetişkin 0 çocuk 0 çocuk Çocukların Yaşları: değiştir Lütfen yaş bilgisi girin Çocuk 1,,,correct_drop
